time_stamp,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2022-06-17T00:00:00Z,2.9,2.7,3,4.002,3.704,4.3,4.007,3.704,4.31,5.599,4.908,6.29,5.6,4.908,6.292
2022-06-18T00:00:00Z,2.9,2.7,3,4.1625,3.859,4.466,4.164,3.859,4.469,6.976,6.044,7.908,6.976,6.044,7.908
2022-06-19T00:00:00Z,2.7,2.7,2.8,3.9795,3.755,4.204,4.018,3.789,4.247,7.0805,6.231,7.93,7.1015,6.247,7.956
2022-06-20T00:00:00Z,1.1,1,1.2,1.066,0.907,1.225,1.072,0.907,1.237,1.556,1.255,1.857,1.5585,1.255,1.862
2022-06-21T00:00:00Z,1.7,1.1,2.3,2.253,1.1,3.406,2.4685,1.1,3.837,2.7165000000000004,1.328,4.105,2.8045,1.328,4.281
2022-06-22T00:00:00Z,2,1.7,2.3,2.646,2.207,3.085,2.6494999999999997,2.207,3.092,3.2545,2.647,3.862,3.255,2.647,3.863
2022-06-23T00:00:00Z,2.7,2.4,3,3.857,3.399,4.315,3.871,3.399,4.343,4.4305,3.814,5.047,4.433,3.814,5.052
2022-06-24T00:00:00Z,1.7,1.5,1.9,2.044,1.638,2.45,2.0445,1.638,2.451,3.3655,2.651,4.08,3.366,2.651,4.081
2022-06-25T00:00:00Z,1.2,1,1.5,1.267,0.919,1.615,1.2734999999999999,0.919,1.628,1.5979999999999999,1.154,2.042,1.5985,1.154,2.043
2022-06-26T00:00:00Z,2,1.8,2.2,2.6790000000000003,2.399,2.959,2.681,2.399,2.963,3.0810000000000004,2.696,3.466,3.0815,2.696,3.467
2022-06-27T00:00:00Z,3.6,3.5,3.8,5.6025,5.357,5.848,5.604,5.357,5.851,6.1625,5.8,6.525,6.163,5.8,6.526
2022-06-28T00:00:00Z,3,2.7,3.3,4.5665,4.106,5.027,4.5985,4.106,5.091,5.186,4.569,5.803,5.197,4.569,5.825
